ActivityID;ActivityArea;ActivityParent;ActivityLevel;ActivityName_[ENG];ActivityName_[HRV];ActivityName_[BIH];ActivityName_[SRB];ActivityName_[SVN]
871;Q;87;3;Residential nursing care activities;Djelatnosti ustanova za njegu;Djelatnosti ustanova sa smještajem koje ukljuèuju odreðeni stepen zdravstvene njege;Delatnosti smeštajnih ustanova s medicinskom negom;Dejavnost nastanitvenih ustanov za bolniško nego
872;Q;87;3;Residential care activities for mental retardation, mental health and substance abuse;Djelatnosti socijalne skrbi sa smještajem za osobe s teškoæama u razvoju...;Djelatnosti  u  ustanovama  sa  smještajem  za  osobe  s teškoæama  u  razvoju,  duševno  bolesne  i  osobe  ovisne  o alkoholu,  drogama  ili  drugim  opojnim sredstvima s ukljuèenim odreðenim stepenom zdravstvene njege;Socijalno staranje u smeštajnim ustanovama za lica s teškoæama u razvoju, duševno obolele osobe i osobe s bolestima zavisnosti;Dejavnost nastanitvenih ustanov za oskrbo duševno prizadetih, duševno obolelih in zasvojenih oseb
873;Q;87;3;Residential care activities for the elderly and disabled;Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s invaliditetom;Djelatnosti socijalne zaštite u ustanovama sa smještajem za starije osobe i osobe s invaliditetom bez  ili s minimalnom njegom;Rad ustanova za stara lica i lica s posebnim potrebama;Dejavnost nastanitvenih ustanov za oskrbo starejših in invalidnih oseb
879;Q;87;3;Other residential care activities;Ostale djelatnosti socijalne skrbi sa smještajem;Ostale djelatnosti socijalne zaštite u ustanovama sa smještajem;Ostali oblici socijalne zaštite sa smeštajem;Drugo socialno varstvo z nastanitvijo
881;Q;88;3;Social work activities without accommodation for the elderly and disabled;Djelatnosti socijalne skrbi bez smještaja za starije osobe i osobe s invaliditetom;Djelatnosti socijalne zaštite bez smještaja za starije osobe i osobe s invaliditetom;Socijalna zaštita bez smeštaja za stara lica i lica s posebnim potrebama;Socialno varstvo brez nastanitve za starejše in invalidne osebe
889;Q;88;3;Other social work activities without accommodation;Ostale djelatnosti socijalne skrbi bez smještaja;Ostale djelatnosti socijalne zaštite bez smještaja;Ostala socijalna zaštita bez smeštaja;Drugo socialno varstvo brez nastanitve
900;R;90;3;Creative, arts and entertainment activities;Kreativne, umjetnièke i zabavne djelatnosti;Kreativne, umjetnièke i zabavne djelatnosti;Stvaralaèke, umetnièke i zabavne delatnosti;Kulturne in razvedrilne dejavnosti
910;R;91;3;Libraries, archives, museums and other cultural activities;Knjižnice, arhivi, muzeji i ostale kulturne djelatnosti;Biblioteke, arhivi, muzeji i ostale kulturne djelatnosti;Rad biblioteka, arhiva, muzeja, galerija i zbirki, zavoda za zaštitu spomenika kulture i ostale kulturne delatnosti;Dejavnost knjižnic, arhivov, muzejev in druge kulturne dejavnosti
920;R;92;3;Gambling and betting activities;Djelatnosti kockanja i klaðenja;Djelatnosti kockanja i klaðenja;Kockanje i klaðenje;Prirejanje iger na sreèo
931;R;93;3;Sports activities;Sportske djelatnosti;Sportske djelatnosti;Sportske delatnosti;Športne dejavnosti
932;R;93;3;Amusement and recreation activities;Zabavne i rekreacijske djelatnosti;Zabavne i rekreacijske djelatnosti;Ostale zabavne i rekreativne delatnosti;Druge dejavnosti za prosti èas
941;S;94;3;Activities of business, employers and professional membership organisations;Djelatnosti poslovnih organizacija, org. poslodavaca i strukovnih èlanskih organizacija;Djelatnosti poslovnih organizacija, udruženja poslodavaca i strukovnih èlanskih organizacija;Delatnost poslovnih i profesionalnih organizacija i poslodavaca;Dejavnost poslovnih, delodajalskih in strokovnih združenj
942;S;94;3;Activities of trade unions;Djelatnosti sindikata;Djelatnosti sindikata;Delatnost sindikata;Dejavnost sindikatov
949;S;94;3;Activities of other membership organisations;Djelatnosti ostalih èlanskih organizacija;Djelatnosti ostalih èlanskih organizacija;Delatnost ostalih organizacija na bazi uèlanjenja;Dejavnost drugih èlanskih organizacij
951;S;95;3;Repair of computers and communication equipment;Popravak raèunala i komunikacijske opreme;Popravak raèunara i komunikacijske opreme;Popravka raèunara i komunikacione opreme;Popravila in vzdrževanje raèunalnikov in komunikacijskih naprav
952;S;95;3;Repair of personal and household goods;Popravak predmeta za osobnu uporabu i kuæanstvo;Popravak predmeta za liènu upotrebu i domaæinstvo;Popravka predmeta za liènu upotrebu i upotrebu u domaæinstvu;Popravila izdelkov za široko rabo
960;S;96;3;Other personal service activities;Ostale osobne uslužne djelatnosti;Ostale liène uslužne djelatnosti;Ostale liène uslužne delatnosti;Druge storitvene dejavnosti
970;T;97;3;Activities of households as employers of domestic personnel;Djelatnosti kuæanstava koja zapošljavaju poslugu;Djelatnosti domaæinstava kao poslodavaca koji zapošljavaju poslugu;Delatnost domaæinstava koja zapošljavaju poslugu;Dejavnost gospodinjstev z zaposlenim hišnim osebjem
981;T;98;3;Undifferentiated goods-producing activities of private households for own use;Djelatnosti privatnih kuæanstava koja proizvode razlièitu robu za vlastite potrebe;Djelatnosti privatnih domaæinstava koja  proizvode razlièita dobra za vlastite potrebe;Delatnost domaæinstava koja proizvode robu za sopstvene potrebe;Raznovrstna proizvodnja dobrin v gospodinjstvih za lastno rabo
982;T;98;3;Undifferentiated service-producing activities of private households for own use;Djelatnosti privatnih kuæanstava koja obavljaju razlièite usluge za vlastite potrebe;Djelatnosti privatnih domaæinstava koja obavljaju razlièite usluge za vlastite potrebe;Delatnost domaæinstava koja obezbeðuju usluge za sopstvene potrebe;Raznovrstna proizvodnja storitev v gospodinjstvih za lastno rabo
990;U;99;3;Activities of extraterritorial organisations and bodies;Djelatnosti izvanteritorijalnih organizacija i tijela;Djelatnosti vanteritorijalnih organizacija i organa;Delatnost eksteritorijalnih organizacija i tela;Dejavnost eksteritorialnih organizacij in teles
000;X;00;3;Other;Ostalo;Ostalo;Ostalo;Drugo
0111;A;011;4;Growing of cereals (except rice), leguminous crops and oil seeds;Uzgoj žitarica (osim riže), mahunarki i uljanog  sjemenja;Uzgoj žitarica (osim riže), mahunarki i sjemenja uljarica;Gajenje žita (osim pirinèa), leguminoza i uljarica;Pridelovanje žit (razen riža), stroènic in oljnic
0112;A;011;4;Growing of rice;Uzgoj riže;Uzgoj riže;Gajenje pirinèa;Pridelovanje riža
0113;A;011;4;Growing of vegetables and melons, roots and tubers;Uzgoj povræa, dinja i lubenica, korjenastog i gomoljastog povræa;Uzgoj povræa, dinja i lubenica, korjenastog i gomoljastog povræa;Gajenje povræa, bostana, korenastih i krtolastih biljaka;Pridelovanje zelenjadnic in melon, korenovk in gomoljnic
0114;A;011;4;Growing of sugar cane;Uzgoj šeæerne trske;Uzgoj šeæerne trske;Gajenje šeæerne trske;Pridelovanje sladkornega trsa
0115;A;011;4;Growing of tobacco;Uzgoj duhana;Uzgoj duhana;Gajenje duvana;Pridelovanje tobaka
0116;A;011;4;Growing of fibre crops;Uzgoj predivog bilja ;Uzgoj tekstilnih biljaka;Gajenje biljaka za proizvodnju vlakana;Pridelovanje rastlin za vlakna
0119;A;011;4;Growing of other non-perennial crops;Uzgoj ostalih jednogodišnjih usjeva ;Uzgoj ostalih jednogodišnjih usjeva;Gajenje ostalih jednogodišnjih i dvogodišnjih biljaka;Pridelovanje cvetja in drugih enoletnih rastlin
0121;A;012;4;Growing of grapes;Uzgoj grožða ;Uzgoj grožða;Gajenje grožða;Vinogradništvo
0122;A;012;4;Growing of tropical and subtropical fruits;Uzgoj tropskog i suptropskog voæa;Uzgoj tropskog i suptropskog voæa;Gajenje tropskog i suptropskog voæa;Gojenje tropskega in subtropskega sadja
0123;A;012;4;Growing of citrus fruits;Uzgoj agruma;Uzgoj agruma;Gajenje agruma;Gojenje citrusov
0124;A;012;4;Growing of pome fruits and stone fruits;Uzgoj jezgrièavog i koštunièavog voæa;Uzgoj jezgrièavog i koštunièavog voæa;Gajenje jabuèastog i koštièavog voæa;Gojenje peèkatega in košèièastega sadja
0125;A;012;4;Growing of other tree and bush fruits and nuts;Uzgoj bobièastog, orašastog i ostalog voæa ;Uzgoj bobièastog, orašastog i ostalog voæa;Gajenje ostalog drvenastog, žbunastog i jezgrastog voæa;Gojenje drugih sadnih dreves in grmovnic
0126;A;012;4;Growing of oleaginous fruits;Uzgoj uljanih plodova;Uzgoj plodova uljarica;Gajenje uljnih plodova;Pridelovanje oljnih sadežev
0127;A;012;4;Growing of beverage crops;Uzgoj usjeva za pripremanje napitaka;Uzgoj biljaka za pripremanje napitaka;Gajenje biljaka za pripremanje napitaka;Gojenje rastlin za izdelavo napitkov
0128;A;012;4;Growing of spices, aromatic, drug and pharmaceutical crops;Uzgoj bilja za uporabu u farmaciji, aromatskog, zaèinskog i ljekovitog bilja  ;Uzgoj bilja za upotrebu u farmaciji, aromatskog, zaèinskog i ljekovitog bilja;Gajenje zaèinskog, aromatiènog i lekovitog bilja;Gojenje zaèimbnih, aromatskih in zdravilnih rastlin
0129;A;012;4;Growing of other perennial crops;Uzgoj  ostalih višegodišnjih usjeva ;Uzgoj ostalih višegodišnjih usjeva;Gajenje ostalih višegodišnjih biljaka;Gojenje drugih trajnih nasadov
0130;A;013;4;Plant propagation;Uzgoj sadnog materijala i ukrasnog bilja;Uzgoj sadnog materijala i ukrasnog bilja;Gajenje sadnog materijala;Razmnoževanje rastlin
0141;A;014;4;Raising of dairycattle;Uzgoj muznih krava;Uzgoj muznih krava;Uzgoj muznih krava;Prireja mleka
0142;A;014;4;Raising of other cattle and buffaloes;Uzgoj ostalih goveda i bivola;Uzgoj ostalih goveda i bivola;Uzgoj drugih goveda i bivola;Druga govedoreja
0143;A;014;4;Raising of horses and other equines;Uzgoj konja, magaraca, mula i mazgi;Uzgoj konja, magaraca, mula i mazgi;Uzgoj konja i drugih kopitara;Konjereja
0144;A;014;4;Raising of camels and camelids;Uzgoj deva i  ljama;Uzgoj deva i lama;Uzgoj kamila i lama;Reja kamel
0145;A;014;4;Raising of sheep and goats;Uzgoj ovaca i koza;Uzgoj ovaca i koza;Uzgoj ovaca i koza;Reja drobnice
0146;A;014;4;Raising of swine/pigs;Uzgoj svinja;Uzgoj svinja;Uzgoj svinja;Prašièereja
0147;A;014;4;Raising of poultry;Uzgoj peradi;Uzgoj peradi;Uzgoj živine;Reja perutnine
0149;A;014;4;Raising of other animals;Uzgoj ostalih životinja;Uzgoj ostalih životinja;Uzgoj ostalih životinja;Reja drugih živali
0150;A;015;4;Mixed farming;Mješovita proizvodnja;Mješovita poljoprivredna proizvodnja (biljna i stoèna proizvodnja);Mešovita poljoprivredna proizvodnja;Mešano kmetijstvo
0161;A;016;4;Support activities for crop production;Pomoæne djelatnosti za uzgoj usjeva;Pomoæne djelatnosti za uzgoj usjeva;Uslužne delatnosti u gajenju useva i zasada;Storitve za rastlinsko pridelavo
0162;A;016;4;Support activities for animal production;Pomoæne djelatnosti za uzgoj životinja;Pomoæne djelatnosti za uzgoj životinja;Pomoæne delatnosti u uzgoju životinja;Storitve za živinorejo, razen veterinarskih
0163;A;016;4;Post-harvest crop activities;Djelatnosti koje se obavljaju nakon žetve usjeva (priprema usjeva za primarna tržišta);Djelatnosti koje se obavljaju nakon žetve/berbe poljoprivrednih proizvoda (priprema za primarna tržišta);Aktivnosti posle žetve;Priprava pridelkov
0164;A;016;4;Seed processing for propagation;Dorada sjemena za sjemenski materijal;Dorada sjemena za sjemenski materijal;Dorada semena;Obdelava semen
0170;A;017;4;Hunting, trapping and related service activities;Lov, stupièarenje i uslužne djelatnosti povezane s njima;Lov, stupièarenje i uslužne djelatnosti u vezi s njima;Lov, traperstvo i odgovarajuæe uslužne delatnosti;Lovstvo
0210;A;021;4;Silviculture and other forestry activities;Uzgoj šuma i ostale djelatnosti u šumarstvu povezane s njime;Uzgoj šuma i ostale djelatnosti u šumarstvu;Gajenje šuma i ostale šumarske delatnosti;Gojenje gozdov in druge gozdarske dejavnosti
0220;A;022;4;Logging;Sjeèa drva;Sjeèa drva (iskorištavanje šuma);Seèa drveæa;Seènja
0230;A;023;4;Gathering of wild growing non-wood products;Skupljanje šumskih  plodova i  proizvoda, osim šumskih sortimenata;Sakupljanje nekultiviranih šumskih plodova i proizvoda, osim šumskih sortimenata;Sakupljanje šumskih plodova;Nabiranje gozdnih dobrin, razen lesa
0240;A;024;4;Support services to forestry;Pomoæne usluge u šumarstvu ;Pomoæne usluge u šumarstvu;Uslužne delatnosti u vezi sa šumarstvom;Storitve za gozdarstvo
0311;A;031;4;Marine fishing;Morski ribolov;Morski ribolov;Morski ribolov;Morsko ribištvo
0312;A;031;4;Freshwater fishing;Slatkovodni ribolov;Slatkovodni ribolov;Slatkovodni ribolov;Sladkovodno ribištvo
0321;A;032;4;Marine aquaculture;Morska akvakultura;Morska akvakultura;Morske akvakulture;Gojenje morskih organizmov
0322;A;032;4;Freshwater aquaculture;Slatkovodna akvakultura;Slatkovodna akvakultura;Slatkovodne akvakulture;Gojenje sladkovodnih organizmov
0510;B;051;4;Mining of hard coal;Vaðenje kamenog ugljena;Vaðenje kamenog ugljena;Eksploatacija kamenog uglja i antracita;Pridobivanje èrnega premoga
0520;B;052;4;Mining of lignite;Vaðenje lignita;Vaðenje lignita;Eksploatacija lignita i mrkog uglja;Pridobivanje rjavega premoga in lignita
0610;B;061;4;Extraction of crude petroleum;Vaðenje sirove nafte ;Vaðenje sirove nafte;Eksploatacija sirove nafte;Pridobivanje surove nafte
0620;B;062;4;Extraction of natural gas;Vaðenje prirodnog plina;Vaðenje prirodnog plina;Eksploatacija prirodnog gasa;Pridobivanje zemeljskega plina
0710;B;071;4;Mining of iron ores;Vaðenje željeznih ruda;Vaðenje željeznih ruda;Eksploatacija ruda gvožða;Pridobivanje železove rude
0721;B;072;4;Mining of uranium and thorium ores;Vaðenje uranovih i torijevih ruda;Vaðenje uranijevih i torijevih ruda;Eksploatacija ruda urana i torijuma;Pridobivanje uranove in torijeve rude
0729;B;072;4;Mining of other non-ferrous metal ores;Vaðenje ostalih ruda obojenih metala;Vaðenje ostalih ruda obojenih metala;Eksploatacija ruda ostalih crnih, obojenih, plemenitih i drugih metala;Pridobivanje rud drugih neželeznih kovin
0811;B;081;4;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate;Vaðenje ukrasnoga kamena i kamena za gradnju, vapnenca, gipsa, krede i škriljevca;Vaðenje ukrasnog kamena i kamena za gradnju, kreènjaka, gipsa, krede i škriljevca;Eksploatacija graðevinskog i ukrasnog kamena, kreènjaka, gipsa, krede;Pridobivanje kamna
0812;B;081;4;"Operation of gravel and sand pits; mining of clays and kaolin";"Djelatnosti šljunèara i pješèara; vaðenje gline i kaolina";"Djelatnosti kopova šljunka i pijeska; vaðenje gline i kaolina";Eksploatacija šljunka, peska, gline i kaolina;Pridobivanje gramoza, peska, gline
0891;B;089;4;Mining of chemical and fertiliser minerals;Vaðenje minerala za kemikalije i gnojiva;Vaðenje minerala za proizvodnju hemikalije i prirodnih mineralnih gnojiva;Eksploatacija minerala, proizvodnja mineralnih ðubriva i hemikalija;Pridobivanje mineralov za kemikalije in gnojila
0892;B;089;4;Extraction of peat;Vaðenje treseta;Vaðenje treseta;Eksploatacija treseta;Pridobivanje šote
0893;B;089;4;Extraction of salt;Vaðenje soli;Vaðenje soli;Eksploatacija natrijum-hlorida;Pridobivanje soli
0899;B;089;4;Other mining and quarrying n.e.c.;Vaðenje ostalih ruda i kamena, d. n.;Vaðenje ostalih ruda i kamena, d. n.;Eksploatacija ostalih nemetaliènih ruda i minerala;Drugo pridobivanje rudnin in kamnin
